"LURN_SAK","INCIDENT_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","X_COORDINATE","Y_COORDINATE","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
18277494,"2017-07-24 03:00:00","BURGLARY","062","BURGLARY, RESIDENCE: Night, Entry No Force","800 SWISS TRAILS RD, DUARTE, CA 91010","800 SWISS TRAILS RD","DUARTE","91010",6576981.4246024089,1873950.7649987233,"917-08432-0542","0542","08432","CA0190005","TEMPLE","N"
18283404,"2017-07-24 03:19:00","BURGLARY","072","BURGLARY, OTHER STRUCTURE: Night, Entry No Force","37100 47TH ST E, PALMDALE, CA","37100 47TH ST E","PALMDALE",,6548714.8417593678,2024957.8848324979,"917-11142-2607","2607","11142","CA01900W9","PALMDALE","N"
18278454,"2017-07-24 03:21:00","BURGLARY","072","BURGLARY, OTHER STRUCTURE: Night, Entry No Force","32200 CASTAIC RD, CASTAIC, CA 91384","32200 CASTAIC RD","CASTAIC","91384",6371878.12278888,2006827.713650415,"917-10446-0679","0679","10446","CA0190006","SANTA CLARITA VALLEY","N"
18278911,"2017-07-24 04:00:00","BURGLARY","062","BURGLARY, RESIDENCE: Night, Entry No Force","800 VINEYARD AVE, DUARTE, CA 91010","800 VINEYARD AVE","DUARTE","91010",6577031.2466000579,1873990.957420266,"917-08506-0542","0542","08506","CA0190005","TEMPLE","N"
18277255,"2017-07-24 04:30:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","15100 ILLINOIS AVE, PARAMOUNT, CA 90723","15100 ILLINOIS AVE","PARAMOUNT","90723",6511351.3174625635,1784501.8979576866,"917-15652-1367","1367","15652","CA0190013","LAKEWOOD","N"
18278388,"2017-07-24 04:30:00","BURGLARY","063","BURGLARY, RESIDENCE: Night, Attempt","43700 DAVID ST, LANCASTER, CA","43700 DAVID ST","LANCASTER",,6532497.4922971493,2069202.2346453082,"917-14346-1137","1137","14346","CA0190024","LANCASTER","N"
18277742,"2017-07-24 11:00:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","1200 W 92ND ST, LOS ANGELES, CA 90044","1200 W 92ND ST","LOS ANGELES","90044",6471252.4082911611,1805421.2775602487,"917-06875-0370","0370","06875","CA0190003","SOUTH LOS ANGELES","N"
18277962,"2017-07-24 12:30:00","BURGLARY","074","BURGLARY, OTHER STRUCTURE: Day, Entry By Force","1300 92ND ST, LOS ANGELES, CA 90044","1300 92ND ST","LOS ANGELES","90044",6471037.5700663598,1805425.0477264416,"917-06877-0370","0370","06877","CA0190003","SOUTH LOS ANGELES","N"
18287051,"2017-07-24 13:00:00","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","500 W CAROB ST, COMPTON, CA","500 W CAROB ST","COMPTON",,6491561.3272114284,1778210.388888668,"917-09875-2837","2837","09875","CA0190042","COMPTON","N"
18278037,"2017-07-24 13:30:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","2400 CORAVIEW LN, ROWLAND HEIGHTS, CA 91748","2400 CORAVIEW LN","ROWLAND HEIGHTS","91748",6600877.8744264469,1813140.3117401525,"917-04612-2935","2935","04612","CA0190020","WALNUT","N"
18278020,"2017-07-24 13:40:00","BURGLARY","074","BURGLARY, OTHER STRUCTURE: Day, Entry By Force","4500 ELLIS LN, TEMPLE CITY, CA 91780","4500 ELLIS LN","TEMPLE CITY","91780",6544773.0377298491,1854688.3462164754,"917-08453-0524","0524","08453","CA0190005","TEMPLE","N"
18278443,"2017-07-24 14:00:00","BURGLARY","075","BURGLARY, OTHER STRUCTURE: Day, Entry No Force","2100 E AVENUE R, PALMDALE, CA","2100 E AVENUE R","PALMDALE",,6534352.4483032385,2030838.5421009781,"917-10879-2609","2609","10879","CA01900W9","PALMDALE","N"
18292206,"2017-07-24 14:39:30","BURGLARY","062","BURGLARY, RESIDENCE: Night, Entry No Force","900 LA JOLLA AVE, WEST HOLLYWOOD, CA 90069","900 LA JOLLA AVE","WEST HOLLYWOOD","90069",6450137.8171051331,1854673.4356855578,"917-04218-0975","0975","04218","CA0190009","WEST HOLLYWOOD","N"
18278265,"2017-07-24 14:52:30","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","8700 WASHINGTON BLVD, PICO RIVERA, CA 90660","8700 WASHINGTON BLVD","PICO RIVERA","90660",6531455.368001841,1816182.7473881294,"917-05703-1520","1520","05703","CA0190015","PICO RIVERA","N"
18278022,"2017-07-24 15:15:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","4300 CORTLAND ST, LYNWOOD, CA","4300 CORTLAND ST","LYNWOOD",,6504172.7917297641,1792845.5003190152,"917-11271-2113","2113","11271","CA01900V3","CENTURY","N"
18281077,"2017-07-24 15:15:00","BURGLARY","078","BURGLARY, OTHER STRUCTURE: Unknown, Entry No Force","5000 W SLAUSON AVE, LOS ANGELES, CA 90056","5000 W SLAUSON AVE","LOS ANGELES","90056",6450798.4264420765,1817955.5693626534,"917-01999-2766","2766","01999","CA0190065","MARINA DEL REY","N"
18278245,"2017-07-24 17:45:00","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","2300 ANNADEL AVE, ROWLAND HEIGHTS, CA 91748","2300 ANNADEL AVE","ROWLAND HEIGHTS","91748",6598263.3186145807,1813728.0765663958,"917-04618-2935","2935","04618","CA0190020","WALNUT","N"
18278059,"2017-07-24 20:38:00","BURGLARY","062","BURGLARY, RESIDENCE: Night, Entry No Force","2400 WITTICK CT, LOMITA, CA 90717","2400 WITTICK CT","LOMITA","90717",6462356.5378307765,1745007.9915745612,"917-02923-1713","1713","02923","CA0190017","LOMITA","N"
18278117,"2017-07-24 21:13:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","900 GREEN LN, LA CANADA FLINTRIDGE, CA 91011","900 GREEN LN","LA CANADA FLINTRIDGE","91011",6501656.409956702,1901041.1580699258,"917-01321-1261","1261","01321","CA0190012","CRESCENTA VALLEY","N"
18278094,"2017-07-24 21:43:00","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","1300 GREEN LN, LA CANADA, CA","1300 GREEN LN","LA CANADA",,6498931.6686559776,1901621.2124299302,"917-01320-1261","1261","01320","CA0190012","CRESCENTA VALLEY","N"
18278269,"2017-07-25 00:00:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","20800 CENTRE POINTE PKWY, SANTA CLARITA, CA 91350","20800 CENTRE POINTE PKWY","SANTA CLARITA","91350",,,"917-10444-0617","0617","10444","CA0190006","SANTA CLARITA VALLEY","N"
18278227,"2017-07-25 00:45:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","14300 GARFIELD AVE, PARAMOUNT, CA 90723","14300 GARFIELD AVE","PARAMOUNT","90723",6510413.3734380296,1787249.2776146047,"917-15715-1364","1364","15715","CA0190013","LAKEWOOD","N"
18278258,"2017-07-25 00:57:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","2100 FAIR OAKS AVE, ALTADENA, CA 91001","2100 FAIR OAKS AVE","ALTADENA","91001",6515984.6883850014,1889004.0178034089,"917-02084-0772","0772","02084","CA0190007","ALTADENA","N"
18285128,"2017-07-25 01:15:00","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","1000 AVOCADO CREST RD, LA HABRA HEIGHTS, CA","1000 AVOCADO CREST RD","LA HABRA HEIGHTS",,6578680.1498810714,1806632.7598986498,"917-09408-1453","1453","09408","CA0190014","INDUSTRY","N"
18283136,"2017-07-25 01:30:00","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","4500 147TH ST, LAWNDALE, CA 90260","4500 147TH ST","LAWNDALE","90260",6453576.1338140611,1785658.2365115024,"917-07037-0332","0332","07037","CA0190003","SOUTH LOS ANGELES","N"
18278174,"2017-07-25 01:53:11","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","17300 VALLEY BLVD, LA PUENTE, CA 91744","17300 VALLEY BLVD","LA PUENTE","91744",6584135.9206297444,1825862.349652533,"917-09125-1435","1435","09125","CA0190014","INDUSTRY","N"
18278203,"2017-07-25 02:06:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","12500 ROSECRANS AVE, NORWALK, CA 90650","12500 ROSECRANS AVE","NORWALK","90650",6541969.6089238077,1786801.3189917516,"917-10534-0454","0454","10534","CA0190004","NORWALK","N"
18278202,"2017-07-25 02:43:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","37800 ROCKIE LN, PALMDALE, CA 93552","37800 ROCKIE LN","PALMDALE","93552",6555449.0169857256,2029423.0575610732,"917-10866-2607","2607","10866","CA01900W9","PALMDALE","N"
18278465,"2017-07-25 03:15:00","BURGLARY","063","BURGLARY, RESIDENCE: Night, Attempt","13700 ALDERTON LN, CERRITOS, CA 90703","13700 ALDERTON LN","CERRITOS","90703",6549953.9946676968,1780112.5057864715,"917-03635-2319","2319","03635","CA01900R7","CERRITOS","N"
18278536,"2017-07-25 03:45:30","BURGLARY","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","39500 DUNBAR ST, PALMDALE, CA 93551","39500 DUNBAR ST","PALMDALE","93551",6513176.5474693086,2040753.125398916,"917-10883-2612","2612","10883","CA01900W9","PALMDALE","N"
18278224,"2017-07-25 04:20:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","11000 ROSECRANS AVE, NORWALK, CA 90650","11000 ROSECRANS AVE","NORWALK","90650",6531587.9124791678,1786764.6585049361,"917-10537-0453","0453","10537","CA0190004","NORWALK","N"
18281382,"2017-07-25 04:30:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","100 W AVENUE L, LANCASTER, CA","100 W AVENUE L","LANCASTER",,6522067.2858901052,2062777.6796766121,"917-14562-1124","1124","14562","CA0190024","LANCASTER","N"
18295689,"2017-07-25 05:00:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","100 W AVENUE L, LANCASTER, CA","100 W AVENUE L","LANCASTER",,6522067.2858901052,2062777.6796766121,"917-15591-1124","1124","15591","CA0190024","LANCASTER","N"
18278338,"2017-07-25 08:00:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","14500 WATKINS DR, LA MIRADA, CA 90638","14500 WATKINS DR","LA MIRADA","90638",6562998.1572128739,1785917.0985722267,"917-10544-0468","0468","10544","CA0190004","NORWALK","N"
18278291,"2017-07-25 08:02:10","BURGLARY","063","BURGLARY, RESIDENCE: Night, Attempt",,,,,,,"017-14342-1137","1137","14342","CA0190024","LANCASTER","N"
18278653,"2017-07-25 10:15:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","20900 FLAPJACK DR, DIAMOND BAR, CA","20900 FLAPJACK DR","DIAMOND BAR",,6608039.7202362521,1809753.7089173237,"917-04625-2925","2925","04625","CA0190020","WALNUT","N"
18278482,"2017-07-25 10:17:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","24000 S FERNMEAD LN, HARBOR CITY, CA 90710","24000 S FERNMEAD LN","HARBOR CITY","90710",6473030,1752371.602008,"917-08199-1698","1698","08199","CA0190016","CARSON","N"
18278942,"2017-07-25 10:45:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","3000 EVELYN AVE, ROSEMEAD, CA 91770","3000 EVELYN AVE","ROSEMEAD","91770",6531214.1181976274,1845794.5241676862,"917-08508-0532","0532","08508","CA0190005","TEMPLE","N"
18278647,"2017-07-25 10:45:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","200 BRIAR CREEK RD, DIAMOND BAR, CA","200 BRIAR CREEK RD","DIAMOND BAR",,6623334.3113147551,1833232.4529096878,"917-04624-2920","2920","04624","CA0190020","WALNUT","N"
18278635,"2017-07-25 11:37:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","15800 LA MONDE ST, HACIENDA HEIGHTS, CA 91745","15800 LA MONDE ST","HACIENDA HEIGHTS","91745",6571867.9835829707,1820206.2360833739,"917-09135-1471","1471","09135","CA0190014","INDUSTRY","N"
18278731,"2017-07-25 12:30:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","5600 CAMBURY ST, TEMPLE CITY, CA 91780","5600 CAMBURY ST","TEMPLE CITY","91780",6545222.4292903924,1859767.3113118473,"917-08495-0523","0523","08495","CA0190005","TEMPLE","N"
18279089,"2017-07-25 13:00:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","300 4TH AVE, BASSETT, CA","300 4TH AVE","BASSETT",,6565153.9436861938,1836402.2099282439,"917-09159-1462","1462","09159","CA0190014","INDUSTRY","N"
18278873,"2017-07-25 13:25:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","9700 BURKE ST, PICO RIVERA, CA 90660","9700 BURKE ST","PICO RIVERA","90660",6534165.0694699194,1809755.7437182111,"917-05717-1518","1518","05717","CA0190015","PICO RIVERA","N"
18278908,"2017-07-25 13:40:00","BURGLARY","074","BURGLARY, OTHER STRUCTURE: Day, Entry By Force","11500 POEMA PL, CHATSWORTH, CA 91311","11500 POEMA PL","CHATSWORTH","91311",6377845.9692150671,1925035.475691831,"917-04258-2258","2258","04258","CA0190022","MALIBU/LOST HILLS","N"
18279946,"2017-07-25 18:00:00","BURGLARY","074","BURGLARY, OTHER STRUCTURE: Day, Entry By Force","1100 W AVENUE J12, LANCASTER, CA","1100 W AVENUE J12","LANCASTER",,6516227.2720386265,2069111.8595423475,"917-14439-1126","1126","14439","CA0190024","LANCASTER","N"
18279264,"2017-07-25 19:00:00","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","44000 CEDAR AVE, LANCASTER, CA","44000 CEDAR AVE","LANCASTER",,6520033.8809028277,2071230.1961518428,"017-14417-1123","1123","14417","CA0190024","LANCASTER","N"
18278946,"2017-07-25 19:05:00","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","400 VISTA DEL NORTE, WALNUT, CA 91789","400 VISTA DEL NORTE","WALNUT","91789",6598361.2612713436,1829146.7360561998,"917-04639-2917","2917","04639","CA0190020","WALNUT","N"
18279166,"2017-07-25 20:45:00","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","12200 GETTYSBURG DR, NORWALK, CA 90650","12200 GETTYSBURG DR","NORWALK","90650",6540071.4703535885,1792767.0209750887,"017-10585-0454","0454","10585","CA0190004","NORWALK","N"
18279373,"2017-07-25 21:00:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","7000 LOS VERDES DR, RANCHO PALOS VERDES, CA 90275","7000 LOS VERDES DR","RANCHO PALOS VERDES","90275",6440216.1027804203,1733495.7270318526,"917-02942-1790","1790","02942","CA0190017","LOMITA","N"
18279108,"2017-07-25 22:00:00","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","43900 21ST ST W, LANCASTER, CA","43900 21ST ST W","LANCASTER",,6510594.9772089524,2070606.3085058318,"917-14403-1127","1127","14403","CA0190024","LANCASTER","N"
18279266,"2017-07-25 23:30:00","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","9400 HOBACK ST, BELLFLOWER, CA 90707","9400 HOBACK ST","BELLFLOWER","90707",6521114.7548846006,1788848.9199940348,"917-15793-1331","1331","15793","CA0190013","LAKEWOOD","N"
18282055,"2017-07-26 00:00:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","7100 E GAGE AVE, COMMERCE, CA","7100 E GAGE AVE","COMMERCE",,6522314.0983052431,1812790.3371197509,"917-11145-0247","0247","11145","CA0190002","EAST LOS ANGELES","N"
18280606,"2017-07-26 00:30:00","BURGLARY","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","12300 CENTRALIA ST, LAKEWOOD, CA 90715","12300 CENTRALIA ST","LAKEWOOD","90715",6540729.9972521644,1763616.5042936925,"917-15872-1328","1328","15872","CA0190013","LAKEWOOD","N"
18279428,"2017-07-26 00:30:00","BURGLARY","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","14800 JERSEY AVE, NORWALK, CA 90650","14800 JERSEY AVE","NORWALK","90650",6535353.8654484591,1784824.6762705084,"917-10604-0455","0455","10604","CA0190004","NORWALK","N"
18279211,"2017-07-26 00:30:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","10300 WHITTIER BLVD, WHITTIER, CA","10300 WHITTIER BLVD","WHITTIER",,6540927.175582977,1819933.7292876015,"917-05727-1575","1575","05727","CA0190015","PICO RIVERA","N"
18279369,"2017-07-26 01:15:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","7600 GARVEY AVE, ROSEMEAD, CA 91770","7600 GARVEY AVE","ROSEMEAD","91770",6530288.7984502194,1845203.2205080041,"917-08524-0532","0532","08524","CA0190005","TEMPLE","N"
18282659,"2017-07-26 01:45:00","BURGLARY","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","13400 VILLAGE DR, CERRITOS, CA 90703","13400 VILLAGE DR","CERRITOS","90703",6548061.3440175001,1780007.8326344655,"917-03706-2319","2319","03706","CA01900R7","CERRITOS","N"
18279915,"2017-07-26 02:00:00","BURGLARY","072","BURGLARY, OTHER STRUCTURE: Night, Entry No Force","6200 RANDOLPH ST, COMMERCE, CA 90040","6200 RANDOLPH ST","COMMERCE","90040",6515611.6779124225,1814485.9604271252,"917-11025-0246","0246","11025","CA0190002","EAST LOS ANGELES","N"
18280019,"2017-07-26 02:00:00","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","400 CADBROOK DR, LA PUENTE, CA 91744","400 CADBROOK DR","LA PUENTE","91744",6573342.8943747226,1834475.3827895632,"917-09181-1431","1431","09181","CA0190014","INDUSTRY","N"
18280132,"2017-07-26 02:00:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","28900 NORTH PRARIE LN, SANTA CLARITA, CA","28900 NORTH PRARIE LN","SANTA CLARITA",,6436273.95770243,1978966.1723539375,"917-10509-0635","0635","10509","CA0190006","SANTA CLARITA VALLEY","N"
18280600,"2017-07-26 02:30:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","25200 RUNNING HORSE RD, NEWHALL, CA","25200 RUNNING HORSE RD","NEWHALL",,6421044.2612378774,1961814.8556107942,"917-10534-0652","0652","10534","CA0190006","SANTA CLARITA VALLEY","N"
18280245,"2017-07-26 03:15:00","BURGLARY","078","BURGLARY, OTHER STRUCTURE: Unknown, Entry No Force","21200 ARROW HWY, COVINA, CA 91724","21200 ARROW HWY","COVINA","91724",6608977.2122116778,1861127.4225846354,"917-03738-0871","0871","03738","CA0190008","SAN DIMAS","N"
18279413,"2017-07-26 03:30:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","10300 WHITTIER BLVD, PICO RIVERA, CA 90660","10300 WHITTIER BLVD","PICO RIVERA","90660",6540956.911811,1819816.934412,"917-05733-1575","1575","05733","CA0190015","PICO RIVERA","N"
18279283,"2017-07-26 03:52:30","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","9400 SOMMERSET BLVD, BELLFLOWER, CA 90706","9400 SOMMERSET BLVD","BELLFLOWER","90706",6521296.7658786085,1784745.5071499168,"917-15794-1332","1332","15794","CA0190013","LAKEWOOD","N"
18279311,"2017-07-26 05:15:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","10000 RUSH ST, SOUTH EL MONTE, CA 91733","10000 RUSH ST","SOUTH EL MONTE","91733",6546332.13755765,1841358.1274154359,"917-08521-0560","0560","08521","CA0190005","TEMPLE","N"
18280522,"2017-07-26 05:20:00","BURGLARY","072","BURGLARY, OTHER STRUCTURE: Night, Entry No Force","1400 KWIS AVE, HACIENDA HEIGHTS, CA","1400 KWIS AVE","HACIENDA HEIGHTS",,6570279.4982359987,1824628.6342221613,"917-09204-1476","1476","09204","CA0190014","INDUSTRY","N"
18279312,"2017-07-26 05:25:00","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","38100 10TH ST E, PALMDALE, CA 93550","38100 10TH ST E","PALMDALE","93550",6527864.4412263548,2031551.5448199166,"917-10916-2610","2610","10916","CA01900W9","PALMDALE","N"
18279390,"2017-07-26 05:30:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","800 W AVENUE L, LANCASTER, CA","800 W AVENUE L","LANCASTER",,6517778.4110922785,2062702.9235807122,"917-14428-1124","1124","14428","CA0190024","LANCASTER","N"
18280507,"2017-07-26 07:00:00","BURGLARY","075","BURGLARY, OTHER STRUCTURE: Day, Entry No Force","25800 WALNUT ST, LOMITA, CA 90717","25800 WALNUT ST","LOMITA","90717",6466989.5957069248,1745681.7284396375,"917-02957-1713","1713","02957","CA0190017","LOMITA","N"
18279361,"2017-07-26 07:23:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","33300 HASSTED DR, MALIBU, CA","33300 HASSTED DR","MALIBU",,6293973.7700389754,1853730.0502734473,"917-04268-1021","1021","04268","CA0190022","MALIBU/LOST HILLS","N"
18280010,"2017-07-26 09:27:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","12100 186TH ST, ARTESIA, CA 90701","12100 186TH ST","ARTESIA","90701",6539309.5905417083,1772577.6857377458,"917-15813-1349","1349","15813","CA0190013","LAKEWOOD","N"
18280026,"2017-07-26 09:30:00","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","8200 BEVERLY DR, SAN GABRIEL, CA 91775","8200 BEVERLY DR","SAN GABRIEL","91775",6534675.9405997507,1862707.2242997261,"917-08532-0587","0587","08532","CA0190005","TEMPLE","N"
18280870,"2017-07-26 10:30:00","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","9300 MANDALE ST, BELLFLOWER, CA 90706","9300 MANDALE ST","BELLFLOWER","90706",6520455.6466286145,1785712.055342894,"917-15897-1332","1332","15897","CA0190013","LAKEWOOD","N"
18280261,"2017-07-26 10:30:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","1300 W 122ND ST, LOS ANGELES, CA 90044","1300 W 122ND ST","LOS ANGELES","90044",6470609.315935771,1794126.5401820668,"917-06939-0378","0378","06939","CA0190003","SOUTH LOS ANGELES","N"
18280036,"2017-07-26 10:47:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","19300 ALMADIN AVE, CERRITOS, CA 90703","19300 ALMADIN AVE","CERRITOS","90703",6538676.4952515475,1769600.6291269786,"917-03652-2313","2313","03652","CA01900R7","CERRITOS","N"
18280819,"2017-07-26 11:45:00","BURGLARY","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","2100 CITRUSVIEW AVE, DUARTE, CA 91010","2100 CITRUSVIEW AVE","DUARTE","91010",6565198.545977219,1867866.1386955185,"917-08558-0540","0540","08558","CA0190005","TEMPLE","N"
18280529,"2017-07-26 12:10:00","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","2200 FELICIA AVE, ROWLAND HEIGHTS, CA","2200 FELICIA AVE","ROWLAND HEIGHTS",,6590128.3684111414,1815013.961841594,"917-04659-2932","2932","04659","CA0190020","WALNUT","N"
18284053,"2017-07-26 12:15:00","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","20800 CORTNER AVE, LAKEWOOD, CA 90715","20800 CORTNER AVE","LAKEWOOD","90715",6540522.4951991243,1764558.2564208098,"917-16142-1328","1328","16142","CA0190013","LAKEWOOD","N"
18281465,"2017-07-26 13:22:30","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","18700 ROCHELLE AVE, CERRITOS, CA 90703","18700 ROCHELLE AVE","CERRITOS","90703",6541904.4992961762,1771698.2502384759,"917-03678-2316","2316","03678","CA01900R7","CERRITOS","N"
18282531,"2017-07-26 13:49:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","2400 PAMELA LN, ROWLAND HEIGHTS, CA 91748","2400 PAMELA LN","ROWLAND HEIGHTS","91748",6601089.1126189092,1812956.8393925757,"917-04700-2935","2935","04700","CA0190020","WALNUT","N"
18280244,"2017-07-26 14:15:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","5300 HALIFAX DR, TEMPLE CITY, CA 91780","5300 HALIFAX DR","TEMPLE CITY","91780",6549173.5226283101,1858403.5863960118,"917-08541-0524","0524","08541","CA0190005","TEMPLE","N"
18280363,"2017-07-26 14:30:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","2700 PEPPERDALE DR, ROWLAND HEIGHTS, CA 91748","2700 PEPPERDALE DR","ROWLAND HEIGHTS","91748",6601211.4933023835,1810614.2867802756,"917-04654-2936","2936","04654","CA0190020","WALNUT","N"
18280671,"2017-07-26 15:30:00","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","2600 SARANDI GRANDE DR, HACIENDA HEIGHTS, CA 91745","2600 SARANDI GRANDE DR","HACIENDA HEIGHTS","91745",6573121.4549564067,1817593.8307634157,"917-09211-1471","1471","09211","CA0190014","INDUSTRY","N"
18280805,"2017-07-26 18:15:00","BURGLARY","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","28200 STONINGTON LN, SAUGUS, CA","28200 STONINGTON LN","SAUGUS",,6406578.9978361214,1989035.1220603778,"017-10542-0641","0641","10542","CA0190006","SANTA CLARITA VALLEY","N"
18287133,"2017-07-26 20:00:00","BURGLARY","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","700 TRIXIS AVE, LANCASTER, CA","700 TRIXIS AVE","LANCASTER",,6518471.2559015825,2083777.9489447335,"917-14976-1121","1121","14976","CA0190024","LANCASTER","N"
18275180,"2017-07-26 20:00:00","BURGLARY","063","BURGLARY, RESIDENCE: Night, Attempt","5500 GRAYLOG ST, RANCHO PALOS VERDES, CA 90275","5500 GRAYLOG ST","RANCHO PALOS VERDES","90275",6448285.7059495403,1747119.6317155841,"917-02869-1731","1731","02869","CA0190017","LOMITA","N"
18280609,"2017-07-26 20:12:00","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","1700 E 67TH ST, LOS ANGELES, CA 90001","1700 E 67TH ST","LOS ANGELES","90001",6488388.8820779873,1814808.3720930668,"917-11398-2171","2171","11398","CA01900V3","CENTURY","N"
18280610,"2017-07-26 20:55:00","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","8400 GARIBALDI AVE, SAN GABRIEL, CA 91775","8400 GARIBALDI AVE","SAN GABRIEL","91775",6536070.4665484177,1862467.8323571924,"917-08551-0587","0587","08551","CA0190005","TEMPLE","N"
18281269,"2017-07-26 21:00:00","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","9700 E LEMON AVE, TEMPLE CITY, CA 91780","9700 E LEMON AVE","TEMPLE CITY","91780",6543288.4769459283,1865134.5648192391,"917-08577-0521","0521","08577","CA0190005","TEMPLE","N"
18280689,"2017-07-26 22:00:00","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","5400 PELLEUR ST, LYNWOOD, CA 90262","5400 PELLEUR ST","LYNWOOD","90262",6505550.5016483553,1789498.0759199625,"917-11404-2118","2118","11404","CA01900V3","CENTURY","N"
