"LURN_SAK","INCIDENT_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","X_COORDINATE","Y_COORDINATE","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
18278123,"2017-07-24 22:56:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","S CRANE AVE & E CYPRESS ST, COMPTON, CA 90221","S CRANE AVE & E CYPRESS ST","COMPTON","90221",6498507.9814031292,1782630.4423908165,"017-09475-2843","2843","09475","CA0190042","COMPTON","N"
18280263,"2017-07-26 14:20:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","14800 CLARK AVE, HACIENDA HEIGHTS, CA","14800 CLARK AVE","HACIENDA HEIGHTS",,6567287.5855371468,1830288.613232471,"017-09193-1478","1478","09193","CA0190014","INDUSTRY","N"
18282808,"2017-07-28 20:30:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","ARTESIA BLVD & SAN GABRIEL RIVERBED, CERRITOS, CA","ARTESIA BLVD & SAN GABRIEL RIVERBED","CERRITOS",,6530583.5,1777442.624996,"017-03709-2310","2310","03709","CA01900R7","CERRITOS","N"
18284349,"2017-07-30 20:55:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","15000 S AVALON BLVD, GARDENA, CA 90248","15000 S AVALON BLVD","GARDENA","90248",6481233.1610869067,1784477.0924418513,"017-09759-2872","2872","09759","CA0190042","COMPTON","N"
18287795,"2017-08-03 00:44:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","44700 DIVISION ST, LANCASTER, CA 93535","44700 DIVISION ST","LANCASTER","93535",6522814.4193021348,2075330.0477258766,"017-15033-1132","1132","15033","CA0190024","LANCASTER","N"
18290031,"2017-08-05 00:02:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1500 W 113TH ST, LOS ANGELES, CA 90047","1500 W 113TH ST","LOS ANGELES","90047",6469395.3360324018,1797657.1238824062,"017-07254-0374","0374","07254","CA0190003","SOUTH LOS ANGELES","N"
18290084,"2017-08-05 02:49:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","4100 W 105TH ST, LENNOX, CA","4100 W 105TH ST","LENNOX",,6456536.8904306507,1801078.9834969279,"017-07257-0381","0381","07257","CA0190003","SOUTH LOS ANGELES","N"
18290495,"2017-08-05 16:40:34","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1100 S LONG BEACH BLVD, COMPTON, CA 90221","1100 S LONG BEACH BLVD","COMPTON","90221",6499226.6263150536,1780803.2696476027,"017-10032-2844","2844","10032","CA0190042","COMPTON","N"
18294920,"2017-08-09 21:58:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","2100 W COMPTON BLVD, COMPTON, CA","2100 W COMPTON BLVD","COMPTON",,6484834.568924794,1784577.1253670077,"017-10248-2830","2830","10248","CA0190042","COMPTON","N"
18296096,"2017-08-11 00:10:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","15600 S VISALIA AVE, GARDENA, CA","15600 S VISALIA AVE","GARDENA",,6482372.167692,1782507.677592,"017-10305-2873","2873","10305","CA0190042","COMPTON","N"
18298522,"2017-08-13 20:42:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","25600 CYPRESS ST, LOMITA, CA 90717","25600 CYPRESS ST","LOMITA","90717",6463693.7286708262,1746390.8055087556,"017-03166-1711","1711","03166","CA0190017","LOMITA","N"
18299447,"2017-08-14 22:30:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","10300 FERN ST, SOUTH EL MONTE, CA 91733","10300 FERN ST","SOUTH EL MONTE","91733",6547880.5696380353,1843871.1082388724,"017-09393-0560","0560","09393","CA0190005","TEMPLE","N"
18301469,"2017-08-16 19:17:00","CRIMINAL HOMICIDE","013","DEPUTY INVOLVED SHOOTING/SUSPECT DEAD","IMPERIAL HWY & SLATER AVE, LOS ANGELES, CA 90059","IMPERIAL HWY & SLATER AVE","LOS ANGELES","90059",6485155.9329269836,1796808.9217063442,"017-12563-2131","2131","12563","CA01900V3","CENTURY","N"
18302580,"2017-08-17 14:39:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","8200 MORTON AVE, LOS ANGELES, CA 90001","8200 MORTON AVE","LOS ANGELES","90001",6489565.0786551796,1809329.817018738,"017-12604-2175","2175","12604","CA01900V3","CENTURY","N"
18304157,"2017-08-19 00:55:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1400 E 77TH ST, LOS ANGELES, CA 90001","1400 E 77TH ST","LOS ANGELES","90001",6486170.2889913218,1811527.2930915111,"017-12704-2172","2172","12704","CA01900V3","CENTURY","N"
18279122,"2017-07-23 07:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","BEECH AVE & CEDAR AVE, LANCASTER, CA","BEECH AVE & CEDAR AVE","LANCASTER",,,,"017-14405-1122","1122","14405","CA0190024","LANCASTER","N"
18276655,"2017-07-23 07:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","10800 WATTS AVE, LOS ANGELES, CA 90059","10800 WATTS AVE","LOS ANGELES","90059",6492478.9271367071,1799301.2838315857,"017-11210-2135","2135","11210","CA01900V3","CENTURY","N"
18277870,"2017-07-24 03:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +",", SANTA CLARITA, CA",,"SANTA CLARITA",,,,"017-10417-0644","0644","10417","CA0190006","SANTA CLARITA VALLEY","N"
18278006,"2017-07-24 20:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","28000 N RIDGECOVE CT, RANCHO PALOS VERDES, CA 90275","28000 N RIDGECOVE CT","RANCHO PALOS VERDES","90275",6443750.8289175499,1741723.5303119987,"017-02922-1734","1734","02922","CA0190017","LOMITA","N"
18287190,"2017-07-24 21:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","44400 FOXTON AVE, LANCASTER, CA","44400 FOXTON AVE","LANCASTER",,6524042.7993348613,2073824.5876993961,"017-14982-1132","1132","14982","CA0190024","LANCASTER","N"
18282712,"2017-07-28 07:56:00","FORCIBLE RAPE","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046","7300 SANTA MONICA BLVD","WEST HOLLYWOOD","90046",6455896.602236812,1855569.3107315463,"017-04011-0973","0973","04011","CA0190009","WEST HOLLYWOOD","N"
18283753,"2017-07-29 01:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","2100 PALMDALE BLVD, PALMDALE, CA","2100 PALMDALE BLVD","PALMDALE",,6534066.2441831855,2033481.629629269,"017-11155-2608","2608","11155","CA01900W9","PALMDALE","N"
18283548,"2017-07-29 01:52:30","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1400 E 99TH ST, LOS ANGELES, CA","1400 E 99TH ST","LOS ANGELES",,6485870.1524577467,1803125.9404949625,"017-11551-2176","2176","11551","CA01900V3","CENTURY","N"
18283725,"2017-07-30 02:30:00","FORCIBLE RAPE","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","45400 28TH ST E, LANCASTER, CA","45400 28TH ST E","LANCASTER",,6537646.4300437737,2080047.8186503421,"017-14750-1135","1135","14750","CA0190024","LANCASTER","N"
18295608,"2017-07-30 19:16:18","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1600 E 124TH ST, COMPTON, CA 90222","1600 E 124TH ST","COMPTON","90222",6487297.4325758833,1793364.2112168141,"017-12212-2134","2134","12212","CA01900V3","CENTURY","N"
18292586,"2017-07-31 03:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","11900 187TH ST, ARTESIA, CA 90701","11900 187TH ST","ARTESIA","90701",6538251.0925643435,1772168.7043700779,"017-16755-1349","1349","16755","CA0190013","LAKEWOOD","N"
18284777,"2017-07-31 08:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1300 NOGALES ST, ROWLAND HEIGHTS, CA 91748","1300 NOGALES ST","ROWLAND HEIGHTS","91748",6595285.7175754821,1819582.4913497998,"017-04738-2931","2931","04738","CA0190020","WALNUT","N"
18288981,"2017-08-02 10:45:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","26400 ROCKEWELL CANYON RD, VALENCIA, CA 91355","26400 ROCKEWELL CANYON RD","VALENCIA","91355",6388609.2764885649,1970250.9835669913,"017-10953-0602","0602","10953","CA0190006","SANTA CLARITA VALLEY","N"
18289968,"2017-08-04 21:25:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","3500 MULFORD AVE, LYNWOOD, CA 90262","3500 MULFORD AVE","LYNWOOD","90262",6498505.2643801579,1795987.3099197433,"017-11889-2112","2112","11889","CA01900V3","CENTURY","N"
18290200,"2017-08-05 00:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","LONG BEACH BLVD, LYNWOOD, CA 90262","LONG BEACH BLVD","LYNWOOD","90262",6497718,1795535,"017-11904-2117","2117","11904","CA01900V3","CENTURY","N"
18290919,"2017-08-06 02:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","3000 TOPAZ LN, LANCASTER, CA","3000 TOPAZ LN","LANCASTER",,6539198.1129274471,2072974.9961170994,"017-15266-1137","1137","15266","CA0190024","LANCASTER","N"
18292424,"2017-08-06 21:48:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","2800 PIETRO DR, HACIENDA HEIGHTS, CA 91745","2800 PIETRO DR","HACIENDA HEIGHTS","91745",6566990.5522450591,1818078.3379513139,"017-09713-1475","1475","09713","CA0190014","INDUSTRY","N"
18292530,"2017-08-07 21:00:00","FORCIBLE RAPE","023","RAPE BY FORCE, FEMALE UNDER 18","1300 E 103RD ST, LOS ANGELES, CA","1300 E 103RD ST","LOS ANGELES",,6485678.9560332224,1801888.7679446882,"017-12029-2194","2194","12029","CA01900V3","CENTURY","N"
18299722,"2017-08-08 02:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1700 N LONG BEACH BLVD, COMPTON, CA 90221","1700 N LONG BEACH BLVD","COMPTON","90221",6498285.3661774201,1790112.5642464757,"017-10498-2825","2825","10498","CA0190042","COMPTON","N"
18298343,"2017-08-08 02:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","9500 FLOWER ST, BELLFLOWER, CA 90706","9500 FLOWER ST","BELLFLOWER","90706",6521945.0489216354,1779380.0659365954,"017-17177-1334","1334","17177","CA0190013","LAKEWOOD","N"
18293402,"2017-08-08 12:55:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","11100 LONG BEACH BLVD, LYNWOOD, CA 90262","11100 LONG BEACH BLVD","LYNWOOD","90262",6497498.8026523348,1797371.9073702125,"017-12072-2112","2112","12072","CA01900V3","CENTURY","N"
18294808,"2017-08-09 03:00:30","FORCIBLE RAPE","026","ATTEMPT RAPE BY FORCE, MALE 18 AND OVER","6400 MEADOWS CT, MALIBU, CA 90265","6400 MEADOWS CT","MALIBU","90265",6328957.0196454898,1832687.3712646018,"017-04568-1012","1012","04568","CA0190022","MALIBU/LOST HILLS","N"
18295353,"2017-08-10 02:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","700 N SAN VICENTE BLVD, WEST HOLLYWOOD, CA","700 N SAN VICENTE BLVD","WEST HOLLYWOOD",,6445456.9201932549,1853116.5946924721,"017-04267-0971","0971","04267","CA0190009","WEST HOLLYWOOD","N"
18296903,"2017-08-11 17:30:00","FORCIBLE RAPE","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","MT. BALDY RD 4.36, SAN GABRIEL MTNS, CA","MT. BALDY RD 4.36","SAN GABRIEL MTNS",,,,"017-04063-0881","0881","04063","CA0190008","SAN DIMAS","N"
18298265,"2017-08-13 00:30:00","FORCIBLE RAPE","023","RAPE BY FORCE, FEMALE UNDER 18","200 DESCANSO AVE, AVALON, CA 90704","200 DESCANSO AVE","AVALON","90704",6462171.5410838723,1583225.1583066939,"017-00239-1810","1810","00239","CA0190018","AVALON","N"
18298629,"2017-08-13 13:15:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","38700 10TH ST E, PALMDALE, CA","38700 10TH ST E","PALMDALE",,6527771.7318869252,2035824.449744341,"017-11932-2610","2610","11932","CA01900W9","PALMDALE","N"
18300319,"2017-08-15 15:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1600 E 62ND ST, LOS ANGELES, CA 90001","1600 E 62ND ST","LOS ANGELES","90001",6487779.2652596049,1816639.8766363279,"017-12494-2171","2171","12494","CA01900V3","CENTURY","N"
18300613,"2017-08-16 00:59:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1100 S LONG BEACH BLVD, COMPTON, CA","1100 S LONG BEACH BLVD","COMPTON",,6498431.3665080583,1787342.1274335191,"017-10550-2844","2844","10550","CA0190042","COMPTON","N"
18301694,"2017-08-16 13:00:00","FORCIBLE RAPE","023","RAPE BY FORCE, FEMALE UNDER 18","4000 E FIRST ST, LOS ANGELES, CA","4000 E FIRST ST","LOS ANGELES",,6507624.8863432361,1835701.0732824833,"017-12242-0272","0272","12242","CA0190002","EAST LOS ANGELES","N"
18303096,"2017-08-16 14:00:00","FORCIBLE RAPE","023","RAPE BY FORCE, FEMALE UNDER 18","44400 VALLEY CENTRAL WAY, LANCASTER, CA","44400 VALLEY CENTRAL WAY","LANCASTER",,6510257.4724758025,2073427.0052999104,"017-16105-1127","1127","16105","CA0190024","LANCASTER","N"
18301628,"2017-08-16 14:30:00","FORCIBLE RAPE","025","RAPE BY FORCE, MALE 18 AND OVER","7724 DUCHESS DR, WHITTIER, CA 90606","7724 DUCHESS DR","WHITTIER","90606",6540491.2647770019,1813186.8216442356,"017-06287-1576","1576","06287","CA0190015","PICO RIVERA","N"
18303040,"2017-08-18 00:16:31","FORCIBLE RAPE","023","RAPE BY FORCE, FEMALE UNDER 18","600 S ACACIA AVE, COMPTON, CA","600 S ACACIA AVE","COMPTON",,6493001.1271430776,1782830.1865006927,"017-10669-2835","2835","10669","CA0190042","COMPTON","N"
18304161,"2017-08-18 14:00:00","FORCIBLE RAPE","023","RAPE BY FORCE, FEMALE UNDER 18","1900 W IMPERIAL HWY, LOS ANGELES, CA 90047","1900 W IMPERIAL HWY","LOS ANGELES","90047",6466715.9728330737,1797282.4619156593,"017-07695-0373","0373","07695","CA0190003","SOUTH LOS ANGELES","N"
18304793,"2017-08-19 14:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","27100 SIERRA HWY, CANYON COUNTRY, CA","27100 SIERRA HWY","CANYON COUNTRY",,6422324.2258549752,1971302.5060563642,"017-11769-0617","0617","11769","CA0190006","SANTA CLARITA VALLEY","N"
18277650,"2017-07-23 09:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","ACACIA AVE & ROSCRANS AVE, COMPTON, CA 90222","ACACIA AVE & ROSCRANS AVE","COMPTON","90222",6492535.0352573274,1787274.3272456729,"917-09450-2813","2813","09450","CA0190042","COMPTON","N"
18276679,"2017-07-23 10:20:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","3400 CESAR CHAVEZ AVE, LOS ANGELES, CA 90022","3400 CESAR CHAVEZ AVE","LOS ANGELES","90022",6504044.672539,1837147.095993,"917-10870-0275","0275","10870","CA0190002","EAST LOS ANGELES","N"
18276747,"2017-07-23 12:14:48","ROBBERY","045","ROBBERY, STRONG-ARM: Residence","1300 E KAY ST, COMPTON, CA 90221","1300 E KAY ST","COMPTON","90221",6498094.8491200535,1787764.6995498885,"017-09403-2823","2823","09403","CA0190042","COMPTON","N"
18282417,"2017-07-23 14:05:00","ROBBERY","035","ROBBERY, WEAPON: Residence","3000 HOPE ST, HUNTINGTON PARK, CA 90255","3000 HOPE ST","HUNTINGTON PARK","90255",6496207.3152604392,1811241.9037603545,"017-11502-2179","2179","11502","CA01900V3","CENTURY","N"
18276904,"2017-07-23 15:16:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","5600 WHITTIER BLVD, COMMERCE, CA 90022","5600 WHITTIER BLVD","COMMERCE","90022",6516473.3128121542,1828845.0683179435,"917-10882-0242","0242","10882","CA0190002","EAST LOS ANGELES","N"
18276917,"2017-07-23 15:49:00","ROBBERY","037","ROBBERY, WEAPON: Other","11400 LONG BEACH BLVD, LYNWOOD, CA 90262","11400 LONG BEACH BLVD","LYNWOOD","90262",6497930.6418943135,1795819.882425606,"917-11221-2112","2112","11221","CA01900V3","CENTURY","N"
18276920,"2017-07-23 16:20:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","1300 E ALONDRA BLVD, COMPTON, CA 90221","1300 E ALONDRA BLVD","COMPTON","90221",6498439.9473761842,1781917.0227394155,"917-09411-2844","2844","09411","CA0190042","COMPTON","N"
18277047,"2017-07-23 16:55:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","400 BAUCHET ST, LOS ANGELES, CA 90012","400 BAUCHET ST","LOS ANGELES","90012",6491680.1146679176,1843985.3207699372,"917-03071-5800","5800","03071","CA01900U2","TTCF","N"
18276990,"2017-07-23 18:36:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","11200 ATLANTIC AVE, LYNWOOD, CA 90262","11200 ATLANTIC AVE","LYNWOOD","90262",6505182.9030520543,1794844.4633502581,"917-11222-2115","2115","11222","CA01900V3","CENTURY","N"
18277021,"2017-07-23 19:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","11900 PIONEER BLVD, NORWALK, CA","11900 PIONEER BLVD","NORWALK",,6536851.9938994125,1794405.2894042581,"917-10461-0451","0451","10461","CA0190004","NORWALK","N"
18277079,"2017-07-23 21:14:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","500 GLENDORA AVE, LA PUENTE, CA 91744","500 GLENDORA AVE","LA PUENTE","91744",6576448.4384435667,1831894.5068039133,"917-09074-1433","1433","09074","CA0190014","INDUSTRY","N"
18277112,"2017-07-23 21:40:00","ROBBERY","037","ROBBERY, WEAPON: Other","3500 W REDONDO BEACH BLVD, LAWNDALE, CA 90260","3500 W REDONDO BEACH BLVD","LAWNDALE","90260",6460236.9984230809,1779055.9649827727,"017-06856-0338","0338","06856","CA0190003","SOUTH LOS ANGELES","N"
18277195,"2017-07-24 01:30:00","ROBBERY","033","ROBBERY, WEAPON: Service Station","22800 S FIGUEROA ST, CARSON, CA 90745","22800 S FIGUEROA ST","CARSON","90745",6474926.5577424085,1756497.1987526079,"917-08153-1623","1623","08153","CA0190016","CARSON","N"
18277250,"2017-07-24 04:20:00","ROBBERY","038","ROBBERY, WEAPON: Carjacking","1200 N LONG BEACH BLVD, COMPTON, CA 90221","1200 N LONG BEACH BLVD","COMPTON","90221",6498524.4022375531,1787676.5003883895,"917-09430-2825","2825","09430","CA0190042","COMPTON","N"
18277488,"2017-07-24 10:20:00","ROBBERY","037","ROBBERY, WEAPON: Other","1000 W ALONDRA BLVD, COMPTON, CA 90220","1000 W ALONDRA BLVD","COMPTON","90220",6488478.4996484192,1781911.2826088681,"917-09443-2832","2832","09443","CA0190042","COMPTON","N"
18277779,"2017-07-24 15:00:00","ROBBERY","035","ROBBERY, WEAPON: Residence","1200 E AVENUE J, LANCASTER, CA 93535","1200 E AVENUE J","LANCASTER","93535",6515554.9574925648,2073147.0534467103,"917-14298-1133","1133","14298","CA0190024","LANCASTER","N"
18277904,"2017-07-24 15:30:00","ROBBERY","037","ROBBERY, WEAPON: Other","14800 BEGONIAS LN, CANYON COUNTRY, CA 91387","14800 BEGONIAS LN","CANYON COUNTRY","91387",6442427.8111822912,1981794.6949066082,"017-10421-0635","0635","10421","CA0190006","SANTA CLARITA VALLEY","N"
18277961,"2017-07-24 18:15:00","ROBBERY","037","ROBBERY, WEAPON: Other","16100 BELLFLOWER BLVD, BELLFLOWER, CA 90706","16100 BELLFLOWER BLVD","BELLFLOWER","90706",6523669.2477207212,1781900.2835477695,"917-15700-1334","1334","15700","CA0190013","LAKEWOOD","N"
18278017,"2017-07-24 19:35:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","1400 E FLORENCE AVE, LOS ANGELES, CA 90001","1400 E FLORENCE AVE","LOS ANGELES","90001",6486282.2370669022,1813216.2322709227,"917-11270-2172","2172","11270","CA01900V3","CENTURY","N"
18278058,"2017-07-24 19:59:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","1600 S AZUSA AVE, HACIENDA HEIGHTS, CA 91745","1600 S AZUSA AVE","HACIENDA HEIGHTS","91745",6581826.1902404549,1819653.2330060706,"017-09112-1470","1470","09112","CA0190014","INDUSTRY","N"
18278155,"2017-07-25 00:30:00","ROBBERY","037","ROBBERY, WEAPON: Other","87TH ST & GRAHAM AVE, LOS ANGELES, CA","87TH ST & GRAHAM AVE","LOS ANGELES",,6487966.5940489396,1807369.6011311233,"917-11280-2175","2175","11280","CA01900V3","CENTURY","N"
18278184,"2017-07-25 00:55:00","ROBBERY","037","ROBBERY, WEAPON: Other","7600 GRAHAM AVE, LOS ANGELES, CA","7600 GRAHAM AVE","LOS ANGELES",,6488027.6879070802,1811007.5409745292,"017-11284-2195","2195","11284","CA01900V3","CENTURY","N"
18281798,"2017-07-25 03:30:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","8400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069","8400 SANTA MONICA BLVD","WEST HOLLYWOOD","90069",6448697.5523713008,1855662.8661237699,"017-03998-0976","0976","03998","CA0190009","WEST HOLLYWOOD","N"
18278146,"2017-07-25 04:00:00","ROBBERY","048","ROBBERY, STRONG-ARM: Carjacking","2500 CUDAHY ST, HUNTINGTON PARK, CA 90255","2500 CUDAHY ST","HUNTINGTON PARK","90255",6493181.7773067886,1810007.800424797,"917-11279-2178","2178","11279","CA01900V3","CENTURY","N"
18278271,"2017-07-25 06:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","12700 S WILLOWBROOK AVE, COMPTON, CA 90222","12700 S WILLOWBROOK AVE","COMPTON","90222",6491253.5306520266,1792218.9949032709,"917-11294-2138","2138","11294","CA01900V3","CENTURY","N"
18278488,"2017-07-25 10:45:00","ROBBERY","045","ROBBERY, STRONG-ARM: Residence","11000 BUDLONG AVE, LOS ANGELES, CA 90044","11000 BUDLONG AVE","LOS ANGELES","90044",6471752.1390562681,1798829.4005756145,"017-06901-0375","0375","06901","CA0190003","SOUTH LOS ANGELES","N"
18292162,"2017-07-25 12:00:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","97TH ST & HALLDALE AVE, LOS ANGELES, CA","97TH ST & HALLDALE AVE","LOS ANGELES",,6469936.287256931,1803501.6189535926,"917-07326-0371","0371","07326","CA0190003","SOUTH LOS ANGELES","N"
18278588,"2017-07-25 12:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","BULLIS RD & COMPTON BLVD, COMPTON, CA","BULLIS RD & COMPTON BLVD","COMPTON",,6498979.4399783928,1784612.4893577467,"917-09494-2846","2846","09494","CA0190042","COMPTON","N"
18278590,"2017-07-25 12:51:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","7300 MOTZ ST, PARAMOUNT, CA 90723","7300 MOTZ ST","PARAMOUNT","90723",6509991.6349270856,1781325.5941884492,"917-15745-1366","1366","15745","CA0190013","LAKEWOOD","N"
18278703,"2017-07-25 14:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","9600 WESTERN AVE, LOS ANGELES, CA 90047","9600 WESTERN AVE","LOS ANGELES","90047",6467928.6236387445,1803666.4949557316,"917-00201-8392","8392","00201","CA01900F3","PARKS BUREAU","N"
18278782,"2017-07-25 15:20:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","7300 COMPTON AVE, LOS ANGELES, CA","7300 COMPTON AVE","LOS ANGELES",,6486635.2580074882,1812802.7321481067,"917-11322-2172","2172","11322","CA01900V3","CENTURY","N"
18278868,"2017-07-25 17:15:00","ROBBERY","036","ROBBERY, WEAPON: Bank","27000 MCBEAN PKWY, VALENCIA, CA","27000 MCBEAN PKWY","VALENCIA",,6391602.7476135148,1976285.9920331715,"917-10462-0644","0644","10462","CA0190006","SANTA CLARITA VALLEY","N"
18279048,"2017-07-25 19:30:00","ROBBERY","048","ROBBERY, STRONG-ARM: Carjacking","300 N CARMELITA AVE, LOS ANGELES, CA 90063","300 N CARMELITA AVE","LOS ANGELES","90063",6507976.351795312,1836719.5095649567,"917-11000-0280","0280","11000","CA0190002","EAST LOS ANGELES","N"
18278982,"2017-07-25 19:30:00","ROBBERY","033","ROBBERY, WEAPON: Service Station","14900 BEACH BLVD, LA MIRADA, CA 90638","14900 BEACH BLVD","LA MIRADA","90638",6565591.7389232852,1784475.2413855256,"917-10575-0467","0467","10575","CA0190004","NORWALK","N"
18279004,"2017-07-25 20:05:00","ROBBERY","035","ROBBERY, WEAPON: Residence","20600 ELAINE AVE, LAKEWOOD, CA 90715","20600 ELAINE AVE","LAKEWOOD","90715",6538403.4984702775,1765222.6291185915,"917-15781-1328","1328","15781","CA0190013","LAKEWOOD","N"
18279094,"2017-07-25 21:50:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","10700 S VERMONT AVE, LOS ANGELES, CA","10700 S VERMONT AVE","LOS ANGELES",,6473062.5780491978,1800047.7699324037,"017-06920-0375","0375","06920","CA0190003","SOUTH LOS ANGELES","N"
18279095,"2017-07-25 22:06:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","CAMERINO ST & LAKWEOOD BLVD, LAKEWOOD, CA 90712","CAMERINO ST & LAKWEOOD BLVD","LAKEWOOD","90712",6518347.8990941364,1769566.5824061364,"917-15785-1321","1321","15785","CA0190013","LAKEWOOD","N"
18279148,"2017-07-25 23:10:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","ACACIA AVE & RAYMOND ST, COMPTON, CA","ACACIA AVE & RAYMOND ST","COMPTON",,6493089.0103209158,1781548.9122176555,"917-09522-2836","2836","09522","CA0190042","COMPTON","N"
18279229,"2017-07-26 01:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","11600 WASHINGTON BLVD, WHITTIER, CA","11600 WASHINGTON BLVD","WHITTIER",,6542327.7174647022,1811679.9507955485,"017-05728-1577","1577","05728","CA0190015","PICO RIVERA","N"
18279952,"2017-07-26 10:57:49","ROBBERY","047","ROBBERY, STRONG-ARM: Other","ALONDRA BLVD & BRADFIELD BLVD, COMPTON, CA","ALONDRA BLVD & BRADFIELD BLVD","COMPTON",,6500031.9724173024,1781943.514412798,"917-09544-2846","2846","09544","CA0190042","COMPTON","N"
